Fib_Angle,Ply_Layers,E1/E2,Winkler,Pasternak,Rx,Ry,a/h,Skew_Angle,Poisson_R,Omega,Strat_cat
60.0,8,40.0,0.0,0.0,1.0,1.0,10.0,45.0,0.25,32.4577,EF0_Spherical
90.0,8,40.0,0.0,0.0,0.75,0.75,50.0,60.0,0.4,97.3862,EF0_Spherical
15.0,10,10.0,0.0,0.0,0.8,0.8,5.0,5.0,0.25,10.3095,EF0_Spherical
90.0,12,75.0,0.0,0.0,0.1,0.1,75.0,30.0,0.25,36.0919,EF0_Spherical
45.0,4,90.0,0.0,0.0,1.0,1.0,10.0,0.0,0.25,34.4144,EF0_Spherical
75.0,12,40.0,0.0,0.0,1.0,1.0,100.0,60.0,0.25,187.2588,EF0_Spherical
60.0,6,75.0,0.0,0.0,0.6,0.6,25.0,30.0,0.25,47.1128,EF0_Spherical
15.0,10,90.0,0.0,0.0,0.25,0.25,25.0,60.0,0.25,56.4619,EF0_Spherical
15.0,10,5.0,0.0,0.0,0.6,0.6,50.0,0.0,0.25,40.2707,EF0_Spherical
90.0,16,75.0,0.0,0.0,0.1,0.1,5.0,5.0,0.25,10.8404,EF0_Spherical
45.0,6,15.0,0.0,0.0,0.1,0.1,75.0,15.0,0.25,25.3458,EF0_Spherical
90.0,16,15.0,0.0,0.0,0.6,0.6,5.0,75.0,0.25,9.5604,EF0_Spherical
60.0,6,10.0,0.0,0.0,1.0,1.0,75.0,60.0,0.25,111.416,EF0_Spherical
60.0,4,40.0,0.0,0.0,0.6,0.6,10.0,0.0,0.25,22.0891,EF0_Spherical
45.0,16,10.0,0.0,0.0,0.4,0.4,75.0,60.0,0.25,61.2303,EF0_Spherical
30.0,4,75.0,0.0,0.0,0.6,0.6,25.0,30.0,0.25,68.2086,EF0_Spherical
75.0,4,5.0,0.0,0.0,0.25,0.25,5.0,75.0,0.25,10.41,EF0_Spherical
45.0,14,10.0,0.0,0.0,0.25,0.25,50.0,0.0,0.25,32.123,EF0_Spherical
15.0,12,50.0,0.0,0.0,0.6,0.6,100.0,60.0,0.25,178.5228,EF0_Spherical
60.0,4,25.0,0.0,0.0,1.0,1.0,100.0,45.0,0.25,154.1471,EF0_Spherical
60.0,8,90.0,0.0,0.0,0.1,0.1,10.0,75.0,0.25,72.3351,EF0_Spherical
60.0,16,10.0,0.0,0.0,1.0,1.0,75.0,15.0,0.25,105.2838,EF0_Spherical
60.0,6,75.0,0.0,0.0,0.8,0.8,50.0,60.0,0.25,123.039,EF0_Spherical
90.0,14,50.0,0.0,0.0,0.8,0.8,100.0,60.0,0.25,149.0334,EF0_Spherical
45.0,14,40.0,0.0,0.0,0.8,0.8,75.0,60.0,0.25,133.6809,EF0_Spherical
75.0,12,75.0,0.0,0.0,1.0,1.0,10.0,15.0,0.25,26.4159,EF0_Spherical
75.0,10,10.0,0.0,0.0,1.0,1.0,50.0,0.0,0.25,67.5896,EF0_Spherical
75.0,6,75.0,0.0,0.0,0.1,0.1,25.0,45.0,0.25,46.6084,EF0_Spherical
90.0,8,15.0,0.0,0.0,0.6,0.6,5.0,5.0,0.25,9.5232,EF0_Spherical
15.0,10,40.0,0.0,0.0,1.0,1.0,10.0,30.0,0.25,28.4727,EF0_Spherical
45.0,4,90.0,0.0,0.0,1.0,1.0,100.0,15.0,0.25,221.3998,EF0_Spherical
45.0,10,75.0,0.0,0.0,0.1,0.1,50.0,30.0,0.25,40.4154,EF0_Spherical
60.0,4,10.0,0.0,0.0,0.6,0.6,5.0,5.0,0.25,10.534,EF0_Spherical
75.0,14,10.0,0.0,0.0,0.6,0.6,25.0,75.0,0.25,60.9538,EF0_Spherical
60.0,8,10.0,0.0,0.0,0.25,0.25,10.0,45.0,0.25,18.942,EF0_Spherical
30.0,6,10.0,0.0,0.0,0.4,0.4,5.0,45.0,0.25,13.4267,EF0_Spherical
75.0,16,50.0,0.0,0.0,0.8,0.8,50.0,15.0,0.25,76.1762,EF0_Spherical
75.0,10,75.0,0.0,0.0,0.4,0.4,10.0,60.0,0.25,47.5954,EF0_Spherical
75.0,6,40.0,0.0,0.0,0.1,0.1,5.0,0.0,0.25,11.2031,EF0_Spherical
60.0,16,5.0,0.0,0.0,0.8,0.8,10.0,60.0,0.25,22.9446,EF0_Spherical
90.0,14,75.0,0.0,0.0,1.0,1.0,100.0,15.0,0.25,123.4059,EF0_Spherical
60.0,12,5.0,0.0,0.0,0.4,0.4,10.0,0.0,0.25,11.018,EF0_Spherical
30.0,14,90.0,0.0,0.0,0.6,0.6,75.0,15.0,0.25,118.5412,EF0_Spherical
30.0,4,40.0,0.0,0.0,0.4,0.4,50.0,75.0,0.25,125.0022,EF0_Spherical
75.0,16,15.0,0.0,0.0,0.1,0.1,50.0,60.0,0.25,53.091,EF0_Spherical
15.0,8,40.0,0.0,0.0,0.1,0.1,50.0,0.0,0.25,22.2749,EF0_Spherical
30.0,16,10.0,0.0,0.0,0.25,0.25,5.0,45.0,0.25,13.4427,EF0_Spherical
90.0,8,75.0,0.0,0.0,0.8,0.8,25.0,60.0,0.25,57.2019,EF0_Spherical
30.0,4,75.0,0.0,0.0,1.0,1.0,100.0,15.0,0.25,171.5503,EF0_Spherical
30.0,14,5.0,0.0,0.0,0.1,0.1,10.0,60.0,0.25,22.3269,EF0_Spherical
75.0,6,15.0,0.0,0.0,0.4,0.4,75.0,15.0,0.25,47.4585,EF0_Spherical
45.0,10,40.0,0.0,0.0,0.8,0.8,10.0,75.0,0.25,46.074,EF0_Spherical
90.0,8,40.0,0.0,0.0,1.0,1.0,20.0,75.0,0.3,38.5175,EF0_Spherical
45.0,4,40.0,0.0,0.0,0.6,0.6,50.0,60.0,0.25,77.9726,EF0_Spherical
30.0,8,90.0,0.0,0.0,0.4,0.4,75.0,75.0,0.25,200.3221,EF0_Spherical
90.0,4,5.0,0.0,0.0,0.25,0.25,10.0,15.0,0.25,9.2947,EF0_Spherical
60.0,10,15.0,0.0,0.0,0.1,0.1,75.0,45.0,0.25,28.3677,EF0_Spherical
15.0,16,10.0,0.0,0.0,0.6,0.6,75.0,60.0,0.25,96.0622,EF0_Spherical
75.0,12,10.0,0.0,0.0,0.25,0.25,5.0,60.0,0.25,12.7844,EF0_Spherical
90.0,10,5.0,0.0,0.0,0.8,0.8,100.0,5.0,0.25,88.1235,EF0_Spherical
45.0,12,40.0,0.0,0.0,1.0,1.0,50.0,0.0,0.25,118.5539,EF0_Spherical
90.0,8,40.0,0.0,0.0,0.4,0.4,10.0,15.0,0.25,16.582,EF0_Spherical
15.0,2,40.0,0.0,0.0,1.0,1.0,10.0,30.0,0.4,23.6839,EF0_Spherical
60.0,4,5.0,0.0,0.0,0.6,0.6,10.0,30.0,0.25,13.2688,EF0_Spherical
30.0,8,90.0,0.0,0.0,0.25,0.25,5.0,45.0,0.25,17.8481,EF0_Spherical
90.0,12,5.0,0.0,0.0,1.0,1.0,5.0,60.0,0.25,10.3753,EF0_Spherical
30.0,14,75.0,0.0,0.0,0.4,0.4,5.0,75.0,0.25,21.6732,EF0_Spherical
15.0,4,40.0,0.0,0.0,1.0,1.0,50.0,75.0,0.45,176.7686,EF0_Spherical
75.0,14,10.0,0.0,0.0,0.8,0.8,75.0,30.0,0.25,82.9125,EF0_Spherical
15.0,8,50.0,0.0,0.0,0.1,0.1,10.0,0.0,0.25,17.2962,EF0_Spherical
30.0,8,5.0,0.0,0.0,0.25,0.25,50.0,5.0,0.25,21.9401,EF0_Spherical
45.0,12,10.0,0.0,0.0,0.5,0.5,10.0,30.0,0.25,16.7573,EF0_Spherical
60.0,6,75.0,0.0,0.0,0.4,0.4,75.0,5.0,0.25,89.5817,EF0_Spherical
30.0,12,5.0,0.0,0.0,0.1,0.1,50.0,15.0,0.25,12.6765,EF0_Spherical
30.0,4,40.0,0.0,0.0,0.8,0.8,75.0,15.0,0.25,108.6728,EF0_Spherical
15.0,8,50.0,0.0,0.0,0.1,0.1,50.0,5.0,0.25,24.2953,EF0_Spherical
30.0,6,50.0,0.0,0.0,0.8,0.8,75.0,45.0,0.25,146.0532,EF0_Spherical
15.0,12,40.0,0.0,0.0,1.0,1.0,100.0,30.0,0.25,155.4503,EF0_Spherical
60.0,10,5.0,0.0,0.0,1.0,1.0,100.0,60.0,0.25,130.7848,EF0_Spherical
75.0,12,15.0,0.0,0.0,1.0,1.0,10.0,15.0,0.25,19.2965,EF0_Spherical
15.0,12,50.0,0.0,0.0,0.4,0.4,5.0,0.0,0.25,12.0743,EF0_Spherical
75.0,16,10.0,0.0,0.0,0.8,0.8,25.0,30.0,0.25,31.8981,EF0_Spherical
15.0,14,90.0,0.0,0.0,0.8,0.8,10.0,45.0,0.25,40.1027,EF0_Spherical
30.0,16,10.0,0.0,0.0,1.0,1.0,25.0,5.0,0.25,46.9706,EF0_Spherical
30.0,8,90.0,0.0,0.0,1.0,1.0,50.0,60.0,0.25,153.786,EF0_Spherical
60.0,6,10.0,0.0,0.0,1.0,1.0,10.0,45.0,0.25,22.8842,EF0_Spherical
15.0,12,40.0,0.0,0.0,0.8,0.8,50.0,30.0,0.25,88.8646,EF0_Spherical
75.0,16,40.0,0.0,0.0,0.1,0.1,50.0,45.0,0.25,41.9485,EF0_Spherical
30.0,8,5.0,0.0,0.0,0.1,0.1,50.0,5.0,0.25,12.3664,EF0_Spherical
45.0,8,40.0,0.0,0.0,0.4,0.4,10.0,0.0,0.25,26.2981,EF0_Spherical
30.0,10,90.0,0.0,0.0,0.4,0.4,50.0,15.0,0.25,88.6353,EF0_Spherical
45.0,8,40.0,0.0,0.0,0.4,0.4,20.0,30.0,0.3,33.3216,EF0_Spherical
45.0,16,5.0,0.0,0.0,1.0,1.0,5.0,75.0,0.25,11.9986,EF0_Spherical
30.0,10,10.0,0.0,0.0,0.4,0.4,100.0,75.0,0.25,122.6896,EF0_Spherical
60.0,10,10.0,0.0,0.0,0.4,0.4,25.0,60.0,0.25,41.5857,EF0_Spherical
90.0,4,40.0,0.0,0.0,1.0,1.0,50.0,0.0,0.4,60.8188,EF0_Spherical
15.0,2,40.0,0.0,0.0,0.4,0.4,20.0,0.0,0.3,20.3921,EF0_Spherical
30.0,12,5.0,0.0,0.0,1.0,1.0,25.0,60.0,0.25,47.3386,EF0_Spherical
30.0,6,15.0,0.0,0.0,1.0,1.0,75.0,5.0,0.25,111.2157,EF0_Spherical
30.0,10,90.0,0.0,0.0,0.8,0.8,75.0,60.0,0.25,191.9798,EF0_Spherical
60.0,8,5.0,0.0,0.0,1.0,1.0,5.0,75.0,0.25,11.8105,EF0_Spherical
75.0,14,10.0,0.0,0.0,0.4,0.4,50.0,45.0,0.25,36.1568,EF0_Spherical
90.0,4,75.0,0.0,0.0,0.6,0.6,50.0,0.0,0.25,43.4201,EF0_Spherical
45.0,16,15.0,0.0,0.0,0.25,0.25,75.0,30.0,0.25,44.9986,EF0_Spherical
45.0,12,40.0,0.0,0.0,0.1,0.1,100.0,30.0,0.25,40.025,EF0_Spherical
30.0,6,15.0,0.0,0.0,0.25,0.25,50.0,60.0,0.25,43.4252,EF0_Spherical
90.0,6,5.0,0.0,0.0,0.4,0.4,5.0,75.0,0.25,9.358,EF0_Spherical
60.0,16,40.0,0.0,0.0,0.8,0.8,50.0,0.0,0.25,85.8797,EF0_Spherical
15.0,6,15.0,0.0,0.0,0.1,0.1,100.0,60.0,0.25,39.1218,EF0_Spherical
30.0,12,10.0,0.0,0.0,1.0,1.0,5.0,0.0,0.25,12.8563,EF0_Spherical
75.0,14,90.0,0.0,0.0,0.8,0.8,50.0,5.0,0.25,80.6156,EF0_Spherical
45.0,4,5.0,0.0,0.0,0.6,0.6,25.0,0.0,0.25,27.3817,EF0_Spherical
90.0,4,40.0,0.0,0.0,0.1,0.1,100.0,30.0,0.25,29.6935,EF0_Spherical
15.0,8,15.0,0.0,0.0,1.0,1.0,75.0,0.0,0.25,97.9962,EF0_Spherical
75.0,10,75.0,0.0,0.0,0.6,0.6,25.0,5.0,0.25,37.7929,EF0_Spherical
45.0,16,90.0,0.0,0.0,0.25,0.25,10.0,60.0,0.25,37.101,EF0_Spherical
30.0,14,50.0,0.0,0.0,0.25,0.25,10.0,75.0,0.25,39.5591,EF0_Spherical
15.0,4,90.0,0.0,0.0,0.4,0.4,100.0,30.0,0.25,109.5232,EF0_Spherical
15.0,4,40.0,0.0,0.0,0.1,0.1,25.0,45.0,0.25,23.2223,EF0_Spherical
75.0,6,90.0,0.0,0.0,0.25,0.25,10.0,5.0,0.25,20.0482,EF0_Spherical
90.0,16,90.0,0.0,0.0,0.6,0.6,5.0,60.0,0.25,11.5049,EF0_Spherical
45.0,8,50.0,0.0,0.0,0.8,0.8,50.0,45.0,0.25,91.0226,EF0_Spherical
90.0,4,5.0,0.0,0.0,0.1,0.1,100.0,30.0,0.25,16.9683,EF0_Spherical
45.0,8,40.0,0.0,0.0,1.0,1.0,100.0,5.0,0.25,205.4642,EF0_Spherical
30.0,16,15.0,0.0,0.0,0.8,0.8,25.0,0.0,0.25,44.0534,EF0_Spherical
75.0,10,5.0,0.0,0.0,0.1,0.1,100.0,5.0,0.25,15.9805,EF0_Spherical
60.0,4,50.0,0.0,0.0,0.8,0.8,25.0,45.0,0.25,51.8128,EF0_Spherical
45.0,12,15.0,0.0,0.0,0.6,0.6,75.0,0.0,0.25,95.0324,EF0_Spherical
75.0,12,50.0,0.0,0.0,0.1,0.1,5.0,45.0,0.25,17.7008,EF0_Spherical
15.0,2,40.0,0.0,0.0,0.75,0.75,10.0,30.0,0.3,20.762,EF0_Spherical
15.0,14,90.0,0.0,0.0,0.4,0.4,25.0,15.0,0.25,35.9501,EF0_Spherical
15.0,4,40.0,0.0,0.0,0.8,0.8,75.0,60.0,0.25,156.5221,EF0_Spherical
30.0,12,15.0,0.0,0.0,0.8,0.8,10.0,45.0,0.25,25.6109,EF0_Spherical
90.0,4,50.0,0.0,0.0,0.1,0.1,5.0,60.0,0.25,11.4335,EF0_Spherical
15.0,12,10.0,0.0,0.0,0.25,0.25,75.0,15.0,0.25,30.9571,EF0_Spherical
15.0,12,5.0,0.0,0.0,1.0,1.0,25.0,45.0,0.25,40.2139,EF0_Spherical
60.0,16,10.0,0.0,0.0,0.25,0.25,5.0,15.0,0.25,10.1463,EF0_Spherical
45.0,14,15.0,0.0,0.0,0.8,0.8,5.0,60.0,0.25,13.4845,EF0_Spherical
15.0,8,15.0,0.0,0.0,0.4,0.4,75.0,75.0,0.25,117.0359,EF0_Spherical
15.0,16,90.0,0.0,0.0,0.6,0.6,25.0,5.0,0.25,39.8224,EF0_Spherical
15.0,2,40.0,0.0,0.0,1.0,1.0,100.0,0.0,0.3,125.3984,EF0_Spherical
90.0,4,40.0,0.0,0.0,1.0,1.0,20.0,75.0,0.4,38.5006,EF0_Spherical
75.0,14,40.0,0.0,0.0,0.25,0.25,50.0,5.0,0.25,30.5856,EF0_Spherical
15.0,8,40.0,0.0,0.0,0.4,0.4,100.0,0.0,0.25,75.3045,EF0_Spherical
15.0,8,75.0,0.0,0.0,1.0,1.0,25.0,5.0,0.25,51.5003,EF0_Spherical
30.0,16,15.0,0.0,0.0,0.1,0.1,50.0,0.0,0.25,18.6812,EF0_Spherical
15.0,8,25.0,0.0,0.0,0.1,0.1,100.0,45.0,0.25,33.7636,EF0_Spherical
30.0,14,50.0,0.0,0.0,0.25,0.25,10.0,30.0,0.25,23.7375,EF0_Spherical
60.0,6,5.0,0.0,0.0,1.0,1.0,25.0,45.0,0.25,36.4807,EF0_Spherical
45.0,4,75.0,0.0,0.0,0.6,0.6,10.0,60.0,0.25,35.7885,EF0_Spherical
75.0,8,40.0,0.0,0.0,0.1,0.1,25.0,60.0,0.25,69.2236,EF0_Spherical
60.0,14,75.0,0.0,0.0,0.6,0.6,50.0,15.0,0.25,89.6344,EF0_Spherical
15.0,4,75.0,0.0,0.0,0.8,0.8,50.0,0.0,0.25,78.2894,EF0_Spherical
45.0,6,40.0,0.0,0.0,1.0,1.0,75.0,30.0,0.25,147.6366,EF0_Spherical
45.0,12,40.0,0.0,0.0,0.6,0.6,10.0,75.0,0.25,45.948,EF0_Spherical
30.0,6,15.0,0.0,0.0,1.0,1.0,5.0,5.0,0.25,13.9008,EF0_Spherical
15.0,4,25.0,0.0,0.0,0.5,0.5,5.0,60.0,0.25,16.6824,EF0_Spherical
45.0,14,10.0,0.0,0.0,0.1,0.1,100.0,5.0,0.25,26.9274,EF0_Spherical
75.0,12,15.0,0.0,0.0,0.25,0.25,75.0,0.0,0.25,32.4703,EF0_Spherical
45.0,4,5.0,0.0,0.0,0.25,0.25,50.0,75.0,0.25,85.7973,EF0_Spherical
15.0,10,40.0,0.0,0.0,0.4,0.4,5.0,30.0,0.25,13.2755,EF0_Spherical
15.0,10,10.0,0.0,0.0,0.1,0.1,5.0,60.0,0.25,13.3793,EF0_Spherical
60.0,6,75.0,0.0,0.0,0.25,0.25,75.0,45.0,0.25,64.4588,EF0_Spherical
45.0,4,40.0,0.0,0.0,0.4,0.4,10.0,0.0,0.3,25.22,EF0_Spherical
15.0,16,5.0,0.0,0.0,0.1,0.1,25.0,45.0,0.25,14.0771,EF0_Spherical
45.0,8,15.0,0.0,0.0,0.1,0.1,10.0,30.0,0.25,15.6296,EF0_Spherical
30.0,8,5.0,0.0,0.0,0.6,0.6,100.0,60.0,0.25,100.7367,EF0_Spherical
30.0,14,10.0,0.0,0.0,0.25,0.25,10.0,60.0,0.25,25.9886,EF0_Spherical
90.0,12,15.0,0.0,0.0,0.25,0.25,50.0,45.0,0.25,31.5164,EF0_Spherical
15.0,12,5.0,0.0,0.0,0.6,0.6,25.0,45.0,0.25,27.0108,EF0_Spherical
90.0,6,10.0,0.0,0.0,0.6,0.6,10.0,0.0,0.25,12.0457,EF0_Spherical
60.0,10,5.0,0.0,0.0,0.25,0.25,75.0,75.0,0.25,108.3225,EF0_Spherical
60.0,8,40.0,0.0,0.0,0.8,0.8,75.0,75.0,0.25,271.9741,EF0_Spherical
60.0,10,5.0,0.0,0.0,0.4,0.4,25.0,5.0,0.25,18.2584,EF0_Spherical
60.0,14,15.0,0.0,0.0,0.25,0.25,50.0,15.0,0.25,30.0422,EF0_Spherical
75.0,14,50.0,0.0,0.0,0.4,0.4,75.0,45.0,0.25,74.9068,EF0_Spherical
75.0,12,40.0,0.0,0.0,0.25,0.25,10.0,30.0,0.25,20.7945,EF0_Spherical
15.0,16,75.0,0.0,0.0,0.6,0.6,5.0,0.0,0.25,13.1136,EF0_Spherical
15.0,8,5.0,0.0,0.0,1.0,1.0,50.0,0.0,0.25,61.3997,EF0_Spherical
90.0,16,10.0,0.0,0.0,1.0,1.0,10.0,60.0,0.25,21.7181,EF0_Spherical
30.0,10,15.0,0.0,0.0,1.0,1.0,50.0,60.0,0.25,114.4878,EF0_Spherical
30.0,8,50.0,0.0,0.0,1.0,1.0,75.0,0.0,0.25,129.0139,EF0_Spherical
45.0,10,75.0,0.0,0.0,0.6,0.6,100.0,45.0,0.25,139.7561,EF0_Spherical
30.0,6,50.0,0.0,0.0,0.25,0.25,100.0,5.0,0.25,76.9336,EF0_Spherical
15.0,8,15.0,0.0,0.0,0.4,0.4,5.0,75.0,0.25,14.1423,EF0_Spherical
15.0,8,15.0,0.0,0.0,0.1,0.1,10.0,5.0,0.25,12.0269,EF0_Spherical
45.0,14,10.0,0.0,0.0,1.0,1.0,75.0,0.0,0.25,131.5621,EF0_Spherical
30.0,8,5.0,0.0,0.0,0.4,0.4,25.0,5.0,0.25,18.3519,EF0_Spherical
90.0,4,40.0,0.0,0.0,0.1,0.1,25.0,5.0,0.25,18.4122,EF0_Spherical
15.0,16,15.0,0.0,0.0,0.6,0.6,100.0,75.0,0.25,190.3106,EF0_Spherical
15.0,8,10.0,0.0,0.0,0.8,0.8,50.0,30.0,0.25,63.0973,EF0_Spherical
30.0,8,50.0,0.0,0.0,1.0,1.0,100.0,30.0,0.25,178.7475,EF0_Spherical
45.0,10,10.0,0.0,0.0,0.4,0.4,5.0,15.0,0.25,10.9878,EF0_Spherical
45.0,4,40.0,0.0,0.0,0.6,0.6,5.0,15.0,0.25,16.4098,EF0_Spherical
30.0,12,15.0,0.0,0.0,0.8,0.8,100.0,30.0,0.25,129.0603,EF0_Spherical
90.0,10,15.0,0.0,0.0,1.0,1.0,50.0,75.0,0.25,95.5834,EF0_Spherical
90.0,8,40.0,0.0,0.0,0.75,0.75,100.0,15.0,0.45,94.2617,EF0_Spherical
60.0,8,40.0,0.0,0.0,0.4,0.4,50.0,45.0,0.25,55.1096,EF0_Spherical
45.0,8,40.0,0.0,0.0,0.75,0.75,100.0,75.0,0.2,244.8724,EF0_Spherical
90.0,4,40.0,0.0,0.0,0.75,0.75,20.0,75.0,0.25,38.5271,EF0_Spherical
75.0,4,10.0,0.0,0.0,1.0,1.0,100.0,0.0,0.25,120.1604,EF0_Spherical
30.0,8,75.0,0.0,0.0,1.0,1.0,5.0,30.0,0.25,23.3669,EF0_Spherical
45.0,10,75.0,0.0,0.0,0.4,0.4,25.0,60.0,0.25,72.9943,EF0_Spherical
45.0,14,5.0,0.0,0.0,0.1,0.1,25.0,5.0,0.25,10.7359,EF0_Spherical
90.0,4,10.0,0.0,0.0,0.8,0.8,5.0,75.0,0.25,9.5066,EF0_Spherical
45.0,14,15.0,0.0,0.0,0.1,0.1,25.0,15.0,0.25,17.3346,EF0_Spherical
60.0,16,90.0,0.0,0.0,1.0,1.0,75.0,0.0,0.25,143.554,EF0_Spherical
45.0,4,75.0,0.0,0.0,0.6,0.6,75.0,75.0,0.25,242.1473,EF0_Spherical
30.0,12,90.0,0.0,0.0,1.0,1.0,5.0,75.0,0.25,22.529,EF0_Spherical
60.0,4,15.0,0.0,0.0,0.4,0.4,75.0,5.0,0.25,57.6088,EF0_Spherical
30.0,12,75.0,0.0,0.0,0.1,0.1,100.0,15.0,0.25,50.6227,EF0_Spherical
15.0,8,50.0,0.0,0.0,0.6,0.6,75.0,60.0,0.25,148.5764,EF0_Spherical
30.0,6,10.0,0.0,0.0,0.8,0.8,100.0,60.0,0.25,153.5724,EF0_Spherical
45.0,6,40.0,0.0,0.0,0.8,0.8,50.0,15.0,0.25,97.8803,EF0_Spherical
60.0,10,40.0,0.0,0.0,0.8,0.8,50.0,15.0,0.25,86.8092,EF0_Spherical
75.0,14,40.0,0.0,0.0,0.25,0.25,75.0,15.0,0.25,40.5541,EF0_Spherical
30.0,16,5.0,0.0,0.0,0.1,0.1,25.0,0.0,0.25,10.2896,EF0_Spherical
75.0,12,75.0,0.0,0.0,1.0,1.0,100.0,30.0,0.25,172.5681,EF0_Spherical
75.0,6,10.0,0.0,0.0,0.1,0.1,25.0,0.0,0.25,11.6953,EF0_Spherical
15.0,10,90.0,0.0,0.0,0.1,0.1,100.0,30.0,0.25,45.8358,EF0_Spherical
30.0,14,90.0,0.0,0.0,1.0,1.0,25.0,30.0,0.25,85.545,EF0_Spherical
90.0,16,5.0,0.0,0.0,0.6,0.6,10.0,60.0,0.25,20.753,EF0_Spherical
15.0,8,40.0,0.0,0.0,0.1,0.1,50.0,45.0,0.25,29.4528,EF0_Spherical
45.0,6,5.0,0.0,0.0,0.6,0.6,50.0,15.0,0.25,49.7898,EF0_Spherical
45.0,8,40.0,0.0,0.0,0.4,0.4,50.0,0.0,0.25,68.8573,EF0_Spherical
30.0,16,90.0,0.0,0.0,0.4,0.4,75.0,45.0,0.25,122.5014,EF0_Spherical
60.0,4,5.0,0.0,0.0,0.1,0.1,50.0,0.0,0.25,12.1256,EF0_Spherical
30.0,14,15.0,0.0,0.0,0.25,0.25,5.0,5.0,0.25,10.893,EF0_Spherical
90.0,8,15.0,0.0,0.0,0.1,0.1,10.0,45.0,0.25,21.7493,EF0_Spherical
60.0,4,75.0,0.0,0.0,1.0,1.0,5.0,30.0,0.25,17.5587,EF0_Spherical
30.0,12,90.0,0.0,0.0,1.0,1.0,5.0,0.0,0.25,15.9781,EF0_Spherical
15.0,12,75.0,0.0,0.0,1.0,1.0,75.0,0.0,0.25,130.9188,EF0_Spherical
30.0,6,40.0,0.0,0.0,0.1,0.1,25.0,5.0,0.25,23.1078,EF0_Spherical
75.0,16,40.0,0.0,0.0,0.8,0.8,100.0,45.0,0.25,139.0008,EF0_Spherical
75.0,10,90.0,0.0,0.0,0.4,0.4,100.0,45.0,0.25,107.9444,EF0_Spherical
45.0,12,90.0,0.0,0.0,1.0,1.0,5.0,45.0,0.25,15.7383,EF0_Spherical
75.0,16,90.0,0.0,0.0,0.8,0.8,5.0,5.0,0.25,13.9667,EF0_Spherical
60.0,16,50.0,0.0,0.0,1.0,1.0,5.0,0.0,0.25,15.5787,EF0_Spherical
30.0,14,50.0,0.0,0.0,0.4,0.4,10.0,0.0,0.25,21.9988,EF0_Spherical
60.0,12,15.0,0.0,0.0,0.6,0.6,10.0,75.0,0.25,34.9376,EF0_Spherical
60.0,16,15.0,0.0,0.0,0.1,0.1,10.0,45.0,0.25,21.7193,EF0_Spherical
75.0,8,40.0,0.0,0.0,0.8,0.8,75.0,5.0,0.25,101.1222,EF0_Spherical
90.0,14,50.0,0.0,0.0,0.25,0.25,100.0,30.0,0.25,44.9718,EF0_Spherical
90.0,8,5.0,0.0,0.0,0.6,0.6,5.0,45.0,0.25,11.1215,EF0_Spherical
60.0,12,40.0,0.0,0.0,1.0,1.0,100.0,75.0,0.25,318.1643,EF0_Spherical
30.0,16,75.0,0.0,0.0,0.8,0.8,5.0,30.0,0.25,21.604,EF0_Spherical
45.0,14,75.0,0.0,0.0,0.6,0.6,5.0,30.0,0.25,17.1461,EF0_Spherical
45.0,16,90.0,0.0,0.0,0.25,0.25,5.0,45.0,0.25,15.9581,EF0_Spherical
15.0,8,40.0,0.0,0.0,0.4,0.4,5.0,60.0,0.25,19.0794,EF0_Spherical
45.0,10,5.0,0.0,0.0,0.1,0.1,75.0,5.0,0.25,16.3192,EF0_Spherical
45.0,6,90.0,0.0,0.0,0.25,0.25,100.0,0.0,0.25,96.3478,EF0_Spherical
15.0,4,75.0,0.0,0.0,1.0,1.0,50.0,0.0,0.25,93.382,EF0_Spherical
60.0,14,75.0,0.0,0.0,0.4,0.4,10.0,60.0,0.25,47.2179,EF0_Spherical
15.0,12,40.0,0.0,0.0,0.8,0.8,100.0,15.0,0.25,123.2846,EF0_Spherical
45.0,10,15.0,0.0,0.0,0.1,0.1,50.0,60.0,0.25,41.2698,EF0_Spherical
30.0,8,75.0,0.0,0.0,0.6,0.6,50.0,0.0,0.25,86.5428,EF0_Spherical
30.0,6,10.0,0.0,0.0,1.0,1.0,5.0,0.0,0.25,12.7135,EF0_Spherical
60.0,8,10.0,0.0,0.0,0.6,0.6,75.0,5.0,0.25,70.1349,EF0_Spherical
15.0,4,40.0,0.0,0.0,0.75,0.75,10.0,30.0,0.3,23.6657,EF0_Spherical
45.0,12,10.0,0.0,0.0,0.6,0.6,75.0,0.0,0.25,86.8065,EF0_Spherical
15.0,10,5.0,0.0,0.0,0.25,0.25,25.0,45.0,0.25,16.853,EF0_Spherical
15.0,10,5.0,0.0,0.0,0.1,0.1,50.0,30.0,0.25,12.7922,EF0_Spherical
15.0,6,40.0,0.0,0.0,0.25,0.25,5.0,5.0,0.25,11.3675,EF0_Spherical
15.0,8,5.0,0.0,0.0,0.1,0.1,25.0,5.0,0.25,9.4243,EF0_Spherical
15.0,8,40.0,0.0,0.0,0.75,0.75,10.0,30.0,0.2,24.3387,EF0_Spherical
15.0,6,40.0,0.0,0.0,1.0,1.0,5.0,15.0,0.25,14.1259,EF0_Spherical
60.0,4,15.0,0.0,0.0,0.8,0.8,5.0,5.0,0.25,12.4585,EF0_Spherical
45.0,4,75.0,0.0,0.0,0.1,0.1,50.0,45.0,0.25,39.583,EF0_Spherical
